t,price,regime
0,99.15629329186248,calm_trend
1,99.9187405150561,calm_trend
2,100.50505895917054,calm_trend
3,101.462590130962,calm_trend
4,101.44715964539088,calm_trend
5,102.02050264347042,calm_trend
6,102.84476933140134,calm_trend
7,103.3097092078457,calm_trend
8,102.65033321029955,calm_trend
9,101.46562881598031,calm_trend
10,100.36223436359955,calm_trend
11,100.92317473383058,calm_trend
12,101.86870408728606,calm_trend
13,102.02952537712865,calm_trend
14,102.3540825861309,calm_trend
15,102.05259846783531,calm_trend
16,102.97423231651426,calm_trend
17,102.39392753982149,calm_trend
18,102.79799993363743,calm_trend
19,103.52310315231234,calm_trend
20,103.52635528021867,calm_trend
21,103.01419194863374,calm_trend
22,103.02326107349622,calm_trend
23,104.11516990543852,calm_trend
24,104.32772107250244,calm_trend
25,103.78648811113332,calm_trend
26,103.29195001627255,calm_trend
27,104.01662301676635,calm_trend
28,104.36474778535035,calm_trend
29,104.39061419864629,calm_trend
30,103.87260056274334,calm_trend
31,103.64897707876146,calm_trend
32,103.63965408202233,calm_trend
33,103.9518149448885,calm_trend
34,103.00000746822195,calm_trend
35,101.51363944168563,calm_trend
36,100.5946171846775,calm_trend
37,100.10138055975898,calm_trend
38,99.7644503010721,calm_trend
39,100.49090022739965,calm_trend
40,100.60448842734371,calm_trend
41,100.7802028757404,calm_trend
42,100.71379108413609,calm_trend
43,101.45611908018489,calm_trend
44,101.67450977574113,calm_trend
45,101.04531906696346,calm_trend
46,101.2470073997052,calm_trend
47,100.49297833147943,calm_trend
48,100.64753799104551,calm_trend
49,100.46570049578997,calm_trend
50,101.97698419250426,calm_trend
51,101.94160064073353,calm_trend
52,100.77973681060794,calm_trend
53,100.25878270118974,calm_trend
54,100.25129532520934,calm_trend
55,100.97868677877362,calm_trend
56,102.24049915703333,calm_trend
57,101.93401738838935,calm_trend
58,101.41649611298425,calm_trend
59,101.29071995112456,calm_trend
60,101.33425968759464,calm_trend
61,102.98248942641118,calm_trend
62,103.54411659631809,calm_trend
63,103.3465644484637,calm_trend
64,102.98574909963314,calm_trend
65,103.11765837422956,calm_trend
66,103.58289240162115,calm_trend
67,104.06208550304167,calm_trend
68,103.13479018779962,calm_trend
69,103.58751049479545,calm_trend
70,103.21682792687338,calm_trend
71,103.4377309250088,calm_trend
72,103.58163589186181,calm_trend
73,103.93474262832332,calm_trend
74,104.39368711493177,calm_trend
75,104.68249679551656,calm_trend
76,104.72786924651945,calm_trend
77,104.48783333012493,calm_trend
78,103.87926753428388,calm_trend
79,104.22775540388197,calm_trend
80,103.48938946136963,calm_trend
81,103.1643966128903,calm_trend
82,102.99493797104294,calm_trend
83,103.64947964659416,calm_trend
84,102.8880724108062,calm_trend
85,102.67555365977073,calm_trend
86,102.63013573824591,calm_trend
87,103.17119263563367,calm_trend
88,103.03346957422823,calm_trend
89,104.53005795407739,calm_trend
90,105.55932054711741,calm_trend
91,105.30786221639286,calm_trend
92,104.33672209829359,calm_trend
93,104.40767129590283,calm_trend
94,104.71245696980941,calm_trend
95,105.46667525332337,calm_trend
96,105.17616523256063,calm_trend
97,104.51664879068584,calm_trend
98,104.22706186135107,calm_trend
99,104.26219828088793,calm_trend
100,104.53075298240162,calm_trend
101,105.4461500832517,calm_trend
102,105.5386156627995,calm_trend
103,105.08818653369224,calm_trend
104,105.43360699891447,calm_trend
105,105.2105570103933,calm_trend
106,105.53627919384795,calm_trend
107,106.50284963594348,calm_trend
108,106.37959618861045,calm_trend
109,106.167471470646,calm_trend
110,105.67254025879716,calm_trend
111,106.47932017366205,calm_trend
112,105.51656397600617,calm_trend
113,105.96709511221984,calm_trend
114,106.47557244830435,calm_trend
115,106.18534905805348,calm_trend
116,106.1793618687566,calm_trend
117,106.62107228163767,calm_trend
118,107.29055337830604,calm_trend
119,107.36781957791212,calm_trend
120,107.06601236030662,calm_trend
121,107.63812448963593,calm_trend
122,106.54070348573221,calm_trend
123,107.38669777358176,calm_trend
124,106.52140804430167,calm_trend
125,106.38415807486967,calm_trend
126,107.06604872538941,calm_trend
127,107.7766458643555,calm_trend
128,107.21426753954083,calm_trend
129,107.53158377449154,calm_trend
130,108.09734449921613,calm_trend
131,107.60279264542497,calm_trend
132,107.20830306190514,calm_trend
133,106.94418639749408,calm_trend
134,107.50923840329638,calm_trend
135,108.17654471189799,calm_trend
136,107.80176486354405,calm_trend
137,108.16831974820474,calm_trend
138,107.67663137977654,calm_trend
139,107.56913440695196,calm_trend
140,107.06139178605429,calm_trend
141,106.4304148360123,calm_trend
142,107.17861195243442,calm_trend
143,107.07557002334447,calm_trend
144,107.10636115105363,calm_trend
145,107.66032546907326,calm_trend
146,107.30058209996784,calm_trend
147,107.0146796431029,calm_trend
148,106.84833952636123,calm_trend
149,106.68553651500378,calm_trend
150,106.44725973155363,calm_trend
151,105.68079233017926,calm_trend
152,105.01992128236134,calm_trend
153,104.27196403989315,calm_trend
154,104.21558706859781,calm_trend
155,104.7994463417001,calm_trend
156,103.85504642264482,calm_trend
157,104.89741832951378,calm_trend
158,106.58164532031228,calm_trend
159,107.33617313905273,calm_trend
160,107.18186641348244,calm_trend
161,106.65560375723513,calm_trend
162,107.4183432659828,calm_trend
163,107.25095017758929,calm_trend
164,106.87954499857112,calm_trend
165,107.15212403039332,calm_trend
166,107.42311736468179,calm_trend
167,106.7431275977218,calm_trend
168,106.80944148093731,calm_trend
169,105.8665104758675,calm_trend
170,105.70105924528171,calm_trend
171,106.01074347445264,calm_trend
172,106.57578180531742,calm_trend
173,106.95092241999419,calm_trend
174,105.52580975810423,calm_trend
175,105.9085298346152,calm_trend
176,107.14860922283293,calm_trend
177,106.42682217020332,calm_trend
178,106.02595633565883,calm_trend
179,105.06164205802597,calm_trend
180,103.93938209378014,calm_trend
181,103.59784785793258,calm_trend
182,103.36610284810878,calm_trend
183,103.71780935940377,calm_trend
184,102.83859100760056,calm_trend
185,104.38014592511279,calm_trend
186,103.40789937281421,calm_trend
187,103.92594326909067,calm_trend
188,104.16817442142496,calm_trend
189,103.55536554010123,calm_trend
190,103.86891340690984,calm_trend
191,104.1187608516479,calm_trend
192,104.40736778466338,calm_trend
193,105.27689411696223,calm_trend
194,105.46464844228008,calm_trend
195,105.54958167824284,calm_trend
196,104.91748640307404,calm_trend
197,105.32062739778054,calm_trend
198,105.24998888023522,calm_trend
199,105.38794242786008,calm_trend
200,106.1779007908195,calm_trend
201,106.8370300667501,calm_trend
202,107.33216592635085,calm_trend
203,107.05558393384655,calm_trend
204,106.23372555584437,calm_trend
205,107.30329129715689,calm_trend
206,106.59074126870303,calm_trend
207,106.73959751666862,calm_trend
208,107.29997580155433,calm_trend
209,108.08967991507947,calm_trend
210,108.16167540413913,calm_trend
211,108.02451799591405,calm_trend
212,107.50152312524219,calm_trend
213,106.55964323698574,calm_trend
214,105.83211657743392,calm_trend
215,105.73335621953578,calm_trend
216,106.96837766630401,calm_trend
217,106.48149657955352,calm_trend
218,107.17905472094367,calm_trend
219,107.4267151542113,calm_trend
220,107.3178490706271,calm_trend
221,106.62420264074294,calm_trend
222,106.8737944173798,calm_trend
223,105.78649581269468,calm_trend
224,105.88833239763547,calm_trend
225,106.11830679087393,calm_trend
226,105.64833303460232,calm_trend
227,105.78660146587974,calm_trend
228,105.25861273522068,calm_trend
229,104.17063817671713,calm_trend
230,104.60780633970937,calm_trend
231,104.02081894343179,calm_trend
232,104.16601809635844,calm_trend
233,103.3504464636595,calm_trend
234,103.63886808284686,calm_trend
235,103.60570360458718,calm_trend
236,103.40724407781973,calm_trend
237,103.67714897438238,calm_trend
238,105.13593312958221,calm_trend
239,105.00204836237643,calm_trend
240,104.97780666982877,calm_trend
241,106.26033415382206,calm_trend
242,107.12502979144874,calm_trend
243,107.41613657978877,calm_trend
244,107.48888690562697,calm_trend
245,106.50056377505645,calm_trend
246,107.54915536921261,calm_trend
247,108.10090947976592,calm_trend
248,108.39339400416456,calm_trend
249,107.22841547231265,calm_trend
250,108.27981524335122,calm_trend
251,108.77007513123655,calm_trend
252,109.08651583425443,calm_trend
253,109.8505105496062,calm_trend
254,111.03040336962304,calm_trend
255,110.76661416843496,calm_trend
256,110.80382211019507,calm_trend
257,110.7127215751313,calm_trend
258,111.13256582700909,calm_trend
259,111.9008557053113,calm_trend
260,111.87408581768948,calm_trend
261,111.4639395838435,calm_trend
262,112.10342670432622,calm_trend
263,112.5183413288234,calm_trend
264,113.50356812014648,calm_trend
265,113.15532832753668,calm_trend
266,112.56342459610504,calm_trend
267,112.30842116955321,calm_trend
268,112.79216513801894,calm_trend
269,112.76004026239313,calm_trend
270,111.846846799382,calm_trend
271,113.20164016964576,calm_trend
272,112.94973837475733,calm_trend
273,113.90203571748039,calm_trend
274,112.9070006406401,calm_trend
275,112.3076271221286,calm_trend
276,112.56069771888836,calm_trend
277,111.03579005894086,calm_trend
278,111.2372669430115,calm_trend
279,111.33777696462494,calm_trend
280,111.47663854477763,calm_trend
281,110.83056717766755,calm_trend
282,111.7365087607798,calm_trend
283,112.20456243902782,calm_trend
284,112.38700233400105,calm_trend
285,111.81845639565127,calm_trend
286,111.63966136558409,calm_trend
287,111.05394913688485,calm_trend
288,111.50039048331007,calm_trend
289,111.19210554045085,calm_trend
290,110.14743894581808,calm_trend
291,110.39296847471871,calm_trend
292,110.65235114069232,calm_trend
293,110.25007007891385,calm_trend
294,111.04866312955721,calm_trend
295,111.36254956199572,calm_trend
296,110.83876134749535,calm_trend
297,110.1108997453282,calm_trend
298,109.27887589947538,calm_trend
299,110.47364844993385,calm_trend
300,111.17016987336163,calm_trend
301,111.17427599370279,calm_trend
302,111.13270425926183,calm_trend
303,110.44886684791354,calm_trend
304,111.04996372376286,calm_trend
305,110.37149034652246,calm_trend
306,110.1143071794263,calm_trend
307,108.88461119231489,calm_trend
308,109.49883088085775,calm_trend
309,109.35236018021898,calm_trend
310,109.89374389618075,calm_trend
311,109.99730845705915,calm_trend
312,109.69389657291477,calm_trend
313,110.26548523303813,calm_trend
314,111.26554304202294,calm_trend
315,111.34085216649153,calm_trend
316,111.73140364871271,calm_trend
317,112.50172756704987,calm_trend
318,112.02451600901948,calm_trend
319,111.50014720721012,calm_trend
320,110.2872803254594,calm_trend
321,109.45840930919339,calm_trend
322,109.24008658354866,calm_trend
323,108.69130251692025,calm_trend
324,109.67881380356529,calm_trend
325,110.2136508981588,calm_trend
326,111.33917451006806,calm_trend
327,110.96700630544282,calm_trend
328,110.31132530366702,calm_trend
329,110.50985556064033,calm_trend
330,110.78561832923685,calm_trend
331,110.85574934634383,calm_trend
332,110.59995457528359,calm_trend
333,110.3101877259071,calm_trend
334,110.18102620135176,calm_trend
335,110.24508261483719,calm_trend
336,111.0343013242027,calm_trend
337,111.11207440274714,calm_trend
338,112.83374456040985,calm_trend
339,112.51994016869224,calm_trend
340,113.31538578871768,calm_trend
341,113.48459328929673,calm_trend
342,112.43405308753637,calm_trend
343,112.98417160466575,calm_trend
344,112.75316153370477,calm_trend
345,113.76683285398853,calm_trend
346,114.01959726436897,calm_trend
347,114.48852378132875,calm_trend
348,115.94294133291618,calm_trend
349,115.98713716322004,calm_trend
350,114.02179505836621,calm_trend
351,114.22441816087695,calm_trend
352,113.6754595992199,calm_trend
353,115.03376122888683,calm_trend
354,114.70356958302871,calm_trend
355,115.16086477826238,calm_trend
356,114.92935204064565,calm_trend
357,115.0347462529185,calm_trend
358,114.46833364512713,calm_trend
359,114.68380970091638,calm_trend
360,114.76730520172384,calm_trend
361,115.02323297205731,calm_trend
362,115.85831877134787,calm_trend
363,116.26360537804048,calm_trend
364,116.20808681003152,calm_trend
365,116.36888110626762,calm_trend
366,117.22429064701315,calm_trend
367,116.67713149585394,calm_trend
368,116.02553036311012,calm_trend
369,116.58224184666804,calm_trend
370,117.32386569307204,calm_trend
371,116.83958202882833,calm_trend
372,116.23853879216647,calm_trend
373,115.2876955238865,calm_trend
374,115.1595519785383,calm_trend
375,114.87737221066973,calm_trend
376,115.31423398319141,calm_trend
377,114.43698988406098,calm_trend
378,115.07417230937142,calm_trend
379,114.9418669408973,calm_trend
380,114.55494194077014,calm_trend
381,115.58414820014089,calm_trend
382,116.17236497719584,calm_trend
383,116.46800613193308,calm_trend
384,115.71335237176858,calm_trend
385,115.09239038131999,calm_trend
386,114.6006594761992,calm_trend
387,113.89932335257589,calm_trend
388,113.84454601409179,calm_trend
389,111.43580668158839,calm_trend
390,110.70810584614105,calm_trend
391,110.50608077896497,calm_trend
392,110.33310125724938,calm_trend
393,110.28003673726761,calm_trend
394,109.15204157300188,calm_trend
395,108.87176773059629,calm_trend
396,108.43363410918293,calm_trend
397,109.89464324402222,calm_trend
398,110.08272210998601,calm_trend
399,110.20424453340675,calm_trend
400,108.78889150282698,calm_trend
401,109.1679174713473,calm_trend
402,109.4268058106299,calm_trend
403,109.28718623023227,calm_trend
404,108.60407986639879,calm_trend
405,108.58105514772566,calm_trend
406,107.73319981767216,calm_trend
407,108.13380067074873,calm_trend
408,107.7895657037411,calm_trend
409,107.79795747763724,calm_trend
410,107.56326084632869,calm_trend
411,108.53792687744486,calm_trend
412,107.50128184511921,calm_trend
413,105.13466418567397,calm_trend
414,104.27299765478888,calm_trend
415,103.90266858569404,calm_trend
416,104.43715761835689,calm_trend
417,104.31927562197806,calm_trend
418,104.85755014349317,calm_trend
419,104.61267168581034,calm_trend
420,104.12188257919897,calm_trend
421,103.70853311096504,calm_trend
422,102.22951482853878,calm_trend
423,102.19979543151649,calm_trend
424,100.99081008167663,calm_trend
425,100.4193514611237,calm_trend
426,100.35083234040998,calm_trend
427,100.37890137847178,calm_trend
428,100.10146393843034,calm_trend
429,100.98397970150191,calm_trend
430,100.15289607531963,calm_trend
431,100.47754807500989,calm_trend
432,101.08946762018105,calm_trend
433,101.39805589421489,calm_trend
434,101.14456837204553,calm_trend
435,100.94296609388502,calm_trend
436,100.71292143567474,calm_trend
437,100.40188570008465,calm_trend
438,99.60839448010474,calm_trend
439,99.56648664085053,calm_trend
440,100.0832706130228,calm_trend
441,99.05782143891729,calm_trend
442,99.33060884438278,calm_trend
443,100.03314871804267,calm_trend
444,100.81191720640662,calm_trend
445,101.60053562517058,calm_trend
446,101.68369430976554,calm_trend
447,102.54356276307253,calm_trend
448,102.97786920056022,calm_trend
449,103.21073735996376,calm_trend
450,102.68663149366351,calm_trend
451,102.03852509465608,calm_trend
452,102.74848622596171,calm_trend
453,101.76454475380787,calm_trend
454,101.15658885368698,calm_trend
455,100.39074875747967,calm_trend
456,101.11889852641275,calm_trend
